Location,Titles
"46.8489235,-71.2203245",Normative data for subcortical regional volumes over the lifetime of the adult human brain
"46.9477341,7.4247622","Neuroimaging of epilepsy: lesions, networks, oscillations"
"47.35258899999999,8.570532",Computational neuroimaging strategies for single patient predictions
"47.3743221,8.550981199999999","Classifying adolescent attention-deficit/hyperactivity disorder (ADHD) based on functional and structural imaging, Computational neuroimaging strategies for single patient predictions, Age prediction on the basis of brain anatomical measures"
"47.376313,8.547669899999999","Corticostriatal connectivity fingerprints: Probability maps based on resting‐state functional connectivity, Connectivity-based parcellation reveals distinct cortico-striatal connectivity fingerprints in Autism Spectrum Disorder, Connectivity-based parcellation increases network detection sensitivity in resting state fMRI: An investigation into the cingulate cortex in autism, Sex differences in autism: a resting-state fMRI investigation of functional brain connectivity in males and females, Enhancing studies of the connectome in autism using the Autism Brain Imaging Data Exchange II, Autism Brain Imaging Data Exchange, Promises, pitfalls, and basic guidelines for applying machine learning classifiers to psychiatric imaging data, with autism as an example, Functional organization of the action observation network in autism: a graph theory approach, The Dynamics of Functional Brain Networks: Integrated Network States during Cognitive Task Performance, Alteration of functional connectivity in autism spectrum disorder: effect of age and anatomical distance, Age prediction on the basis of brain anatomical measures"
"47.3978168,8.5505743",Classifying adolescent attention-deficit/hyperactivity disorder (ADHD) based on functional and structural imaging
"47.3984426,8.5505537",Underconnectivity of the superior temporal sulcus predicts emotion recognition deficits in autism
"47.4142883,8.5495906","Sex beyond the genitalia: The human brain mosaic, A Resource for Assessing Information Processing in the Developing Brain Using EEG and Eye Tracking, Age prediction on the basis of brain anatomical measures"
"47.4813261,19.0554834","Resting state fMRI functional connectivity analysis using Dynamic Time Warping, Aberrant cross-brain network interaction in children with attention-deficit/hyperactivity disorder and its relation to attention deficits: A multisite and cross-site replication  …"
"47.485207,19.0680569",5 Dakikada Çocuk Hastalıklarının Değerlendirilmesi
"47.5012456,19.0464429","Resting state fMRI functional connectivity analysis using Dynamic Time Warping, The topology of large Open Connectome networks for the human brain"
"47.529488,-122.600293",Default mode hypoconnectivity underlies a sex-related autism spectrum
"47.5535039,21.6214756","Voxel-wise motion artifacts in population-level whole-brain connectivity analysis of resting-state FMRI, Voxel-Wise Motion Artifacts in Population-Level Whole-Brain Connectivity Analysis of, Mapping changes of in vivo connectivity patterns in the human mediodorsal thalamus: correlations with higher cognitive and executive functions, Characterization of normal and pathological patterns of diffusion anisotropy with diffusion tensor imaging, Autistic traits in neurotypical adults: correlates of graph theoretical functional network topology and white matter anisotropy patterns"
"47.5582387,7.6063655",When structure affects function–the need for partial volume effect correction in functional and resting state magnetic resonance imaging studies
"47.55862399999999,7.606018","Defining Precision Medicine Approaches to Autism Spectrum Disorders: Concepts and Challenges, Statistical power and prediction accuracy in multisite resting-state fMRI connectivity, Parsing the intrinsic networks underlying attention: a resting state study"
"47.56025349999999,7.5826",Third-Generation Neuroimaging: Translating Research into Clinical Utility
"47.602151,-122.284931",Traumatic brain injury imaging research roadmap
"47.6159793,-122.3346754",Subregional differences in intrinsic amygdala hyperconnectivity and hypoconnectivity in autism spectrum disorder
"47.62726010000001,-122.331552",Large-scale evaluation of ANTs and FreeSurfer cortical thickness measurements
"47.6459368,-122.3260831",Functional neuroimaging of visuospatial working memory tasks enables accurate detection of attention deficit and hyperactivity disorder
"47.64817799999999,-122.3076252",Subregional differences in intrinsic amygdala hyperconnectivity and hypoconnectivity in autism spectrum disorder
"47.64864300000001,-122.308065",Subregional differences in intrinsic amygdala hyperconnectivity and hypoconnectivity in autism spectrum disorder
"47.6492099,-122.3068719",Multivariate pattern classification of pediatric Tourette syndrome using functional connectivity MRI
"47.64931470000001,-122.3066571",Diverse Brains
"47.6506935,-122.3091341",Using Make for Reproducible and Parallel Neuroimaging Workflow and Quality-Assurance
"47.6512156,-122.3117455","Brainhack: a collaborative workshop for the open neuroscience community, Brainhack: a collaborative workshop for the open neuroscience community"
"47.651255,-122.312652",Diverse Brains
"47.6533665,-122.3117848",The visual white matter: The application of diffusion MRI and fiber tractography to vision science
"47.6539627,-122.3109197","Diverse Brains, Using Make for Reproducible and Parallel Neuroimaging Workflow and Quality-Assurance"
"47.65533509999999,-122.3035199","Local functional connectivity as a pre-surgical tool for seizure focus identification in non-lesion, focal epilepsy, Neuroanatomical domain of the foundational model of anatomy ontology, Diverse Brains, Brainhack: a collaborative workshop for the open neuroscience community, Brainhack: a collaborative workshop for the open neuroscience community, Altered corpus callosum morphology associated with autism over the first 2 years of life, Using Make for Reproducible and Parallel Neuroimaging Workflow and Quality-Assurance, The visual white matter: The application of diffusion MRI and fiber tractography to vision science, Subregional differences in intrinsic amygdala hyperconnectivity and hypoconnectivity in autism spectrum disorder"
"47.6573082,-122.3123829",Subregional differences in intrinsic amygdala hyperconnectivity and hypoconnectivity in autism spectrum disorder
"47.75707389999999,11.5508546",Validation of non-REM sleep stage decoding from resting state fMRI using linear support vector machines
"48.0054829,7.839388899999999","Autism as a disorder of altered global functional and structural connectivity, Structural connectivity changes in temporal lobe epilepsy: Spatial features contribute more than topological measures"
"48.1298524,11.5648297",Modulation of craving related brain responses using real-time fMRI in patients with alcohol use disorder
"48.132787,11.5588833",Validation of non-REM sleep stage decoding from resting state fMRI using linear support vector machines
"48.1338866,11.5599642",An open science resource for establishing reliability and reproducibility in functional connectomics
"48.1375487,11.6012006",Validation of non-REM sleep stage decoding from resting state fMRI using linear support vector machines
"48.14966,11.5678602",Validation of non-REM sleep stage decoding from resting state fMRI using linear support vector machines
"48.15094200000001,11.582443","Modulation of craving related brain responses using real-time fMRI in patients with alcohol use disorder, Reliability correction for functional connectivity: Theory and implementation, Convergent findings of altered functional and structural brain connectivity in individuals with high functioning autism: a multimodal MRI study, The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism"
"48.1986546,16.3684626","Fully exploratory network independent component analysis of the 1000 functional connectomes database, The spectral diversity of resting-state fluctuations in the human brain, On the generalizability of resting-state fMRI machine learning classifiers"
"48.2167158,16.3440717",On the generalizability of resting-state fMRI machine learning classifiers
"48.2185275,16.348894","Big data approaches for the analysis of large-scale fMRI data using apache spark and GPU processing: A demonstration on resting-state fMRI data from the  …, The spectral diversity of resting-state fluctuations in the human brain, On the generalizability of resting-state fMRI machine learning classifiers"
"48.219673,16.351571","Voxel-wise motion artifacts in population-level whole-brain connectivity analysis of resting-state FMRI, Fetal functional imaging portrays heterogeneous development of emerging human brain networks, On the generalizability of resting-state fMRI machine learning classifiers, Fully exploratory network independent component analysis of the 1000 functional connectomes database, The spectral diversity of resting-state fluctuations in the human brain, A highly parallelized framework for computationally intensive MR data analysis, Voxel-Wise Motion Artifacts in Population-Level Whole-Brain Connectivity Analysis of, Comparison of continuously acquired resting state and extracted analogues from active tasks, Big data approaches for the analysis of large-scale fMRI data using apache spark and GPU processing: A demonstration on resting-state fMRI data from the  …, Incomplete Hippocampal Inversion: A Comprehensive MRI Study of Over 2000 Subjects."
"48.3220161,16.0650765",The spectral diversity of resting-state fluctuations in the human brain
"48.4073812,15.5886778",Big data approaches for the analysis of large-scale fMRI data using apache spark and GPU processing: A demonstration on resting-state fMRI data from the  …
"48.4222305,9.955582","Differential neural processing of unpleasant haptic sensations in somatic and affective partitions of the insula in non-suicidal self-injury (NSSI), Network centrality in the human functional connectome, Revisiting default mode network function in major depression: evidence for disrupted subsystem connectivity"
"48.5294782,9.043773999999999",CerebroMatic: a versatile toolbox for spline-based MRI template creation
"48.5295798,9.038186099999999",Isolated assessment of translation or rotation severely underestimates the effects of subject motion in FMRI data
"48.5317049,9.0415485",A data-driven method to reduce the impact of region size on degree metrics in voxel-wise functional brain networks.
"48.53718929999999,9.058603",Dynamic network participation of functional connectivity hubs assessed by resting-state fMRI
"48.7126467,2.1477867",Can neuroimaging disentangle bipolar disorder?
"48.7146403,2.2056539","Deriving reproducible biomarkers from multi-site resting-state data: An Autism-based example, Learning and comparing functional connectomes across subjects, Extracting brain regions from rest fMRI with total-variation constrained dictionary learning, Optimization of rs-fMRI pre-processing for enhanced signal-noise separation, test-retest reliability, and group discrimination"
"48.720535,2.15113","New human-specific brain landmark: the depth asymmetry of superior temporal sulcus, Scanning the horizon: towards transparent and reproducible neuroimaging research, Deriving reproducible biomarkers from multi-site resting-state data: An Autism-based example, Left inferior parietal lobe engagement in social cognition and language, Multimodal connectivity mapping of the human left anterior and posterior lateral prefrontal cortex, Big data and the future, Predicting brain-age from multimodal imaging data captures cognitive impairment"
"48.7288455,2.1488143",Data sharing in neuroimaging research
"48.73668,2.180034","Predicting brain-age from multimodal imaging data captures cognitive impairment, Multi-subject dictionary learning to segment an atlas of brain spontaneous activity"
"48.7626791,2.2884091",Deriving reproducible biomarkers from multi-site resting-state data: An Autism-based example
"48.788716,2.459511",Can neuroimaging disentangle bipolar disorder?
"48.7889768,2.4447769",Can neuroimaging disentangle bipolar disorder?
"48.789161,2.4589332","…  diversity of corpus callosum and brain volume in autism: meta-analysis, analysis of the Autism Brain Imaging Data Exchange project, and simulation"
"48.7892107,2.2755745",Incomplete Hippocampal Inversion: A Comprehensive MRI Study of Over 2000 Subjects.
"48.790367,2.455572",Can neuroimaging disentangle bipolar disorder?
"48.82931869999999,2.3817936","…  diversity of corpus callosum and brain volume in autism: meta-analysis, analysis of the Autism Brain Imaging Data Exchange project, and simulation"
"48.8294918,2.3647507","Brainhack: a collaborative workshop for the open neuroscience community, Brainhack: a collaborative workshop for the open neuroscience community"
"48.8355009,2.3645711","Computational neuroimaging strategies for single patient predictions, Incomplete Hippocampal Inversion: A Comprehensive MRI Study of Over 2000 Subjects., Disentangling subgroups of participants recruiting shared as well as different brain regions for the execution of the verb generation task: A data-driven fMRI study, Optimizing full-brain coverage in human brain MRI through population distributions of brain size, Double-dissociation between the mechanism leading to impulsivity and inattention in Attention Deficit Hyperactivity Disorder: A resting-state functional connectivity  …"
"48.8368329,2.3601919","A greater involvement of posterior brain areas in interhemispheric transfer in autism: fMRI, DWI and behavioral evidences"
"48.8370792,2.3650429","Disentangling subgroups of participants recruiting shared as well as different brain regions for the execution of the verb generation task: A data-driven fMRI study, Incomplete Hippocampal Inversion: A Comprehensive MRI Study of Over 2000 Subjects., Double-dissociation between the mechanism leading to impulsivity and inattention in Attention Deficit Hyperactivity Disorder: A resting-state functional connectivity  …"
"48.8381991,2.3606435",Combining spatial independent component analysis with regression to identify the subcortical components of resting-state FMRI functional networks
"48.8403549,2.3112783","Incomplete Hippocampal Inversion: A Comprehensive MRI Study of Over 2000 Subjects., Brainhack: a collaborative workshop for the open neuroscience community, Enhancing studies of the connectome in autism using the Autism Brain Imaging Data Exchange II, Autism Brain Imaging Data Exchange, Brainhack: a collaborative workshop for the open neuroscience community, …  diversity of corpus callosum and brain volume in autism: meta-analysis, analysis of the Autism Brain Imaging Data Exchange project, and simulation"
"48.8416179,2.3844624",Incomplete Hippocampal Inversion: A Comprehensive MRI Study of Over 2000 Subjects.
"48.842685,2.405338",New human-specific brain landmark: the depth asymmetry of superior temporal sulcus
"48.8469373,2.344468","Brainhack: a collaborative workshop for the open neuroscience community, Brainhack: a collaborative workshop for the open neuroscience community"
"48.8471036,2.357499","Resting state networks' corticotopy: the dual intertwined rings architecture, Incomplete Hippocampal Inversion: A Comprehensive MRI Study of Over 2000 Subjects., Brainhack: a collaborative workshop for the open neuroscience community, Brainhack: a collaborative workshop for the open neuroscience community"
"48.8476037,2.2639934","Focal atrophy of the hypothalamus associated with third ventricle enlargement in autism spectrum disorder, …  diversity of corpus callosum and brain volume in autism: meta-analysis, analysis of the Autism Brain Imaging Data Exchange project, and simulation"
"48.851251,2.340761",Incomplete Hippocampal Inversion: A Comprehensive MRI Study of Over 2000 Subjects.
"48.878538,2.377929",Study on the relationships between intrinsic functional connectivity of the default mode network and transient epileptic activity
"48.878715,2.4030166","Autism Brain Imaging Data Exchange, Enhancing studies of the connectome in autism using the Autism Brain Imaging Data Exchange II, …  diversity of corpus callosum and brain volume in autism: meta-analysis, analysis of the Autism Brain Imaging Data Exchange project, and simulation"
"48.8794508,2.3272006",Incomplete Hippocampal Inversion: A Comprehensive MRI Study of Over 2000 Subjects.
"48.9986882,12.0945473",Connectivity and functional profiling of abnormal brain structures in pedophilia
"49.119107,6.168308",The MNI data-sharing and processing ecosystem
"49.26060520000001,-123.2459939","Altered Cortical Dynamics and Cognitive Function upon Haploinsufficiency of the Autism-Linked Excitatory Synaptic Suppressor MDGA2, Disruptions in brain networks of older fallers are associated with subsequent cognitive decline: a 12-month prospective exploratory study, Improved FastICA algorithm in fMRI data analysis using the sparsity property of the sources"
"49.2620564,-123.1256095",Disruptions in brain networks of older fallers are associated with subsequent cognitive decline: a 12-month prospective exploratory study
"49.2633647,-123.2543094",Disruptions in brain networks of older fallers are associated with subsequent cognitive decline: a 12-month prospective exploratory study
"49.265415,-123.2460813",Disruptions in brain networks of older fallers are associated with subsequent cognitive decline: a 12-month prospective exploratory study
"49.2780937,-122.9198833",Developmental changes in neuromagnetic rhythms and network synchrony in autism
"49.4191402,8.670249199999999",Revisiting default mode network function in major depression: evidence for disrupted subsystem connectivity
"49.49220769999999,8.4651563","Incomplete Hippocampal Inversion: A Comprehensive MRI Study of Over 2000 Subjects., Classifying adolescent attention-deficit/hyperactivity disorder (ADHD) based on functional and structural imaging, Revisiting default mode network function in major depression: evidence for disrupted subsystem connectivity"
"49.8075008,-97.1366259","Inter-method discrepancies in brain volume estimation may drive inconsistent findings in autism, Divide and conquer: sub-grouping of ASD improves ASD detection based on brain morphometry, Heads in the cloud: a primer on neuroimaging applications of high performance computing"
"49.9030599,-97.157404",Heads in the cloud: a primer on neuroimaging applications of high performance computing
"49.904812,-97.15883",Heads in the cloud: a primer on neuroimaging applications of high performance computing
"5.3547737,100.3012103",Neuroinformatics
"5.355702,100.3067747",Neuroinformatics
"50.090431,8.648432",The voxel-wise functional connectome can be efficiently derived from co-activations in a sparse spatio-temporal point-process
"50.0918075,8.650838",Elucidating the neurophysiological underpinnings of autism spectrum disorder: new developments
"50.09349,8.65219",Preferential detachment during human brain development: age-and sex-specific structural connectivity in diffusion tensor imaging (DTI) data
"50.0949566,8.661346499999999",The neuroanatomy of autism spectrum disorder: An overview of structural neuroimaging findings and their translatability to the clinical setting
"50.096841,8.6648065",Decoding wakefulness levels from typical fMRI resting-state data reveals reliable drifts between wakefulness and sleep
"50.1225402,8.6383955",On the estimation of brain signal entropy from sparse neuroimaging data
"50.1270675,8.6677635","Predictive analytics in mental health: applications, guidelines, challenges and perspectives"
"50.5830803,5.559063999999999",Conserved Ising Model on the Human Connectome
"50.60878899999999,3.034114",Study on the relationships between intrinsic functional connectivity of the default mode network and transient epileptic activity
"50.62925,3.057256",Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study
"50.63180759999999,3.0752424",Study on the relationships between intrinsic functional connectivity of the default mode network and transient epileptic activity
"50.6958906,7.1024489","Network centrality in the human functional connectome, Structural connectivity changes in temporal lobe epilepsy: Spatial features contribute more than topological measures"
"50.696548,7.1037197",Network centrality in the human functional connectome
"50.703701,7.090001","Network centrality in the human functional connectome, Structural connectivity changes in temporal lobe epilepsy: Spatial features contribute more than topological measures"
"50.7267715,7.0865227",Network centrality in the human functional connectome
"50.742981,-1.8962463",Default mode hypoconnectivity underlies a sex-related autism spectrum
"50.7456047,7.0933784",Network centrality in the human functional connectome
"50.7753455,6.083886800000001",Left inferior parietal lobe engagement in social cognition and language
"50.77682300000001,6.043385","Multimodal connectivity of motor learning-related dorsal premotor cortex, Psychosocial versus physiological stress—Meta-analyses on deactivations and activations of the neural correlates of stress reactions, Investigating function and connectivity of morphometric findings—exemplified on cerebellar atrophy in spinocerebellar ataxia 17 (SCA17), Multimodal connectivity mapping of the human left anterior and posterior lateral prefrontal cortex, Comparison of structural covariance with functional connectivity approaches exemplified by an investigation of the left anterior insula, Neural networks related to dysfunctional face processing in autism spectrum disorder"
"50.7800778,6.065686899999999","Subspecialization in the human posterior medial cortex, Left inferior parietal lobe engagement in social cognition and language, Dysregulated left inferior parietal activity in schizophrenia and depression: functional connectivity and characterization, Dysregulated left inferior parietal activity in schizophrenia and depression: functional connectivity and characterization, Big data and the future, The spectral diversity of resting-state fluctuations in the human brain"
"50.8140582,8.772395099999999",MR imaging of the brain in large cohort studies: feasibility report of the population-and patient-based BiDirect study
"50.821658,4.394886",Resting-state networks in schizophrenia
"50.8366407,5.716426999999999",Random matrix theory for analyzing the brain functional network in attention deficit hyperactivity disorder
"50.8471422,5.686401699999999",Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study
"50.86260720000001,4.6958889",Connectivity-based parcellation reveals distinct cortico-striatal connectivity fingerprints in Autism Spectrum Disorder
"50.869568,4.6924952","Functional organization of the action observation network in autism: a graph theory approach, Connectivity-based parcellation increases network detection sensitivity in resting state fMRI: An investigation into the cingulate cortex in autism, Sex differences in autism: a resting-state fMRI investigation of functional brain connectivity in males and females"
"50.87795449999999,4.7002953","Alteration of functional connectivity in autism spectrum disorder: effect of age and anatomical distance, The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism"
"50.87885300000001,4.674353",Sharing data in the cloud
"50.8798438,4.7005176","Autism Brain Imaging Data Exchange, Enhancing studies of the connectome in autism using the Autism Brain Imaging Data Exchange II"
"50.90522,6.404948999999999","Connectivity-based parcellation increases network detection sensitivity in resting state fMRI: An investigation into the cingulate cortex in autism, Left inferior parietal lobe engagement in social cognition and language, Topographic organization of the cerebral cortex and brain cartography, A seed-based cross-modal comparison of brain connectivity measures, Functional resting-state connectivity of the human motor network: Differences between right-and left-handers, Subspecialization in the human posterior medial cortex, A cross-modal, cross-species comparison of connectivity measures in the primate brain, Multimodal connectivity mapping of the human left anterior and posterior lateral prefrontal cortex, Evidence for an anterior–posterior differentiation in the human hippocampal formation revealed by meta-analytic parcellation of fMRI coordinate maps: Focus on the  …, Functional segregation of the human dorsomedial prefrontal cortex, Dysregulated left inferior parietal activity in schizophrenia and depression: functional connectivity and characterization, Functional organization of the fusiform gyrus revealed with connectivity profiles, Functional topography of the right inferior parietal lobule structured by anatomical connectivity profiles, The heterogeneity of the left dorsal premotor cortex evidenced by multimodal connectivity-based parcellation and functional characterization, Multimodal connectivity of motor learning-related dorsal premotor cortex, Dysregulated left inferior parietal activity in schizophrenia and depression: functional connectivity and characterization, Segregation of the human medial prefrontal cortex in social cognition, Comparison of structural covariance with functional connectivity approaches exemplified by an investigation of the left anterior insula, Scaling in topological properties of brain networks"
"50.9094867,6.4061116",Psychosocial versus physiological stress—Meta-analyses on deactivations and activations of the neural correlates of stress reactions
"50.9224226,6.3639119","Different involvement of subregions within dorsal premotor and medial frontal cortex for pro-and antisaccades, Multi-modal imaging of neural correlates of motor speed performance in the trail making test, Different involvement of subregions within dorsal premotor and medial"
"50.92607,6.916600000000001",Computational neuroimaging strategies for single patient predictions
"50.9281625,6.9288192","Functional resting-state connectivity of the human motor network: Differences between right-and left-handers, Multivariate classification of blood oxygen level–dependent fMRI data with diagnostic intention: a clinical perspective, Multi-modal imaging of neural correlates of motor speed performance in the trail making test, The heterogeneity of the left dorsal premotor cortex evidenced by multimodal connectivity-based parcellation and functional characterization"
"50.9290708,11.5807836",Individualized Gaussian process-based prediction and detection of local and global gray matter abnormalities in elderly subjects
"50.9295513,11.5898195",Dynamic network participation of functional connectivity hubs assessed by resting-state fMRI
"50.935742,-1.3966381",Here/In this issue and There/Abstract thinking: neurosciences and (child) psychiatry
"50.9582607,6.9727541",Applications To Human Brain Functional Networks
"51.02927340000001,13.7289964",Incomplete Hippocampal Inversion: A Comprehensive MRI Study of Over 2000 Subjects.
"51.0312188,-114.0308034","Morphological alterations in the thalamus, striatum, and pallidum in autism spectrum disorder"
"51.0465619,3.727918099999999","New human-specific brain landmark: the depth asymmetry of superior temporal sulcus, Mapping the functional connectome in traumatic brain injury: what can graph metrics tell us?, Uncovering the social deficits in the autistic brain. A Source-Based Morphometric study, Post-hoc power estimation for topological inference in fMRI, On the definition of signal-to-noise ratio and contrast-to-noise ratio for fMRI data, Mapping the voxel-wise effective connectome in resting state fMRI, Conserved Ising Model on the Human Connectome, Sensitivity of the resting-state haemodynamic response function estimation to autonomic nervous system fluctuations, Autism spectrum traits in normal individuals: a preliminary VBM analysis, Resting-state networks in schizophrenia"
"51.0488606,3.703996",A blind deconvolution approach to recover effective connectivity brain networks from resting state fMRI data
"51.0611011,-114.1016891","Morphological alterations in the thalamus, striatum, and pallidum in autism spectrum disorder"
"51.064491,-114.134061","Variation in functional connectivity along anterior-to-posterior intraparietal sulcus, and relationship with age across late childhood and adolescence"
"51.0663753,-114.1361169","Morphological alterations in the thalamus, striatum, and pallidum in autism spectrum disorder"
"51.0667075,-114.1334653","Variation in functional connectivity along anterior-to-posterior intraparietal sulcus, and relationship with age across late childhood and adolescence"
"51.0743516,-114.1479442","Morphological alterations in the thalamus, striatum, and pallidum in autism spectrum disorder, Variation in functional connectivity along anterior-to-posterior intraparietal sulcus, and relationship with age across late childhood and adolescence"
"51.0781599,-114.1358007","Morphological alterations in the thalamus, striatum, and pallidum in autism spectrum disorder, Variation in functional connectivity along anterior-to-posterior intraparietal sulcus, and relationship with age across late childhood and adolescence"
"51.165691,10.451526","Big data and the future, Psychosocial versus physiological stress—Meta-analyses on deactivations and activations of the neural correlates of stress reactions, The Neuro Bureau ADHD-200 Preprocessed Repository"
"51.19242939999999,6.7936814","Interindividual differences in cognitive flexibility: influence of gray matter volume, functional connectivity and trait impulsivity, Connectivity-based parcellation increases network detection sensitivity in resting state fMRI: An investigation into the cingulate cortex in autism, Left inferior parietal lobe engagement in social cognition and language, A seed-based cross-modal comparison of brain connectivity measures, Topographic organization of the cerebral cortex and brain cartography, Psychosocial versus physiological stress—Meta-analyses on deactivations and activations of the neural correlates of stress reactions, Functional resting-state connectivity of the human motor network: Differences between right-and left-handers, Subspecialization in the human posterior medial cortex, A cross-modal, cross-species comparison of connectivity measures in the primate brain, Multi-modal imaging of neural correlates of motor speed performance in the trail making test, Multimodal connectivity mapping of the human left anterior and posterior lateral prefrontal cortex, Evidence for an anterior–posterior differentiation in the human hippocampal formation revealed by meta-analytic parcellation of fMRI coordinate maps: Focus on the  …, Functional segregation of the human dorsomedial prefrontal cortex, Different involvement of subregions within dorsal premotor and medial, Dysregulated left inferior parietal activity in schizophrenia and depression: functional connectivity and characterization, Functional organization of the fusiform gyrus revealed with connectivity profiles, Functional topography of the right inferior parietal lobule structured by anatomical connectivity profiles, Multimodal connectivity of motor learning-related dorsal premotor cortex, The heterogeneity of the left dorsal premotor cortex evidenced by multimodal connectivity-based parcellation and functional characterization, Dysregulated left inferior parietal activity in schizophrenia and depression: functional connectivity and characterization, Segregation of the human medial prefrontal cortex in social cognition, Comparison of structural covariance with functional connectivity approaches exemplified by an investigation of the left anterior insula, Different involvement of subregions within dorsal premotor and medial frontal cortex for pro-and antisaccades"
"51.30742,12.43722",Functional network centrality in obesity: A resting-state and task fMRI study
"51.323726,12.397404",Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study
"51.3311587,12.397237","Brainhack: a collaborative workshop for the open neuroscience community, Brainhack: a collaborative workshop for the open neuroscience community"
"51.3312372,12.3844692","Dynamic network participation of functional connectivity hubs assessed by resting-state fMRI, In need of constraint: Understanding the role of the cingulate cortex in the impulsive mind"
"51.33267,12.38561",In need of constraint: Understanding the role of the cingulate cortex in the impulsive mind
"51.33494590000001,12.3889222","Dynamic network participation of functional connectivity hubs assessed by resting-state fMRI, Left inferior parietal lobe engagement in social cognition and language, A high resolution 7-Tesla resting-state fMRI test-retest dataset with cognitive and physiological measures, Making data sharing count: a publication-based solution, Predicting brain-age from multimodal imaging data captures cognitive impairment, Overlapping and parallel cerebello-cerebral networks contributing to sensorimotor control: an intrinsic functional connectivity study, Reflections of word processing in the insular cortex: a sub-regional parcellation based functional assessment, Effects of resveratrol on memory performance, hippocampal functional connectivity, and glucose metabolism in healthy older adults, The past, present and future of social neuroscience: a European perspective, Sex beyond the genitalia: The human brain mosaic, Connexel visualization: a software implementation of glyphs and edge-bundling for dense connectivity data using brainGL, “More is different” in functional magnetic resonance imaging: a review of recent data analysis techniques, An open science resource for establishing reliability and reproducibility in functional connectomics, Making big data open: data sharing in neuroimaging, Thinking about thinking: Neural mechanisms and effects on memory, Individual variation in intentionality in the mind-wandering state is reflected in the integration of the default-mode, fronto-parietal, and limbic networks, The Neuro Bureau ADHD-200 Preprocessed Repository, Neuroimaging-based phenotyping of the autism spectrum, An automated pipeline for constructing personalized virtual brains from multimodal neuroimaging data, Stereoscopic three-dimensional visualization applied to multimodal brain images: clinical applications and a functional connectivity atlas, Multicenter mapping of structural network alterations in autism, When structure affects function–the need for partial volume effect correction in functional and resting state magnetic resonance imaging studies, Brainhack: a collaborative workshop for the open neuroscience community, Common intrinsic connectivity states among posteromedial cortex subdivisions: Insights from analysis of temporal dynamics, Functional network centrality in obesity: A resting-state and task fMRI study, Brainhack: a collaborative workshop for the open neuroscience community, In need of constraint: Understanding the role of the cingulate cortex in the impulsive mind"
"51.3378179,12.3804377",Computational neuroimaging strategies for single patient predictions
"51.3385738,12.3784615","Thinking about thinking: Neural mechanisms and effects on memory, Predicting brain-age from multimodal imaging data captures cognitive impairment, Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study"
"51.3811467,-0.0275295",Unsupervised data-driven stratification of mentalizing heterogeneity in autism
"51.425673,-0.5630625",Connectivity-based parcellation reveals distinct cortico-striatal connectivity fingerprints in Autism Spectrum Disorder
"51.4277172,6.801007999999999",Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study
"51.4391679,-0.9364648","Atypically rightward cerebral asymmetry in male adults with autism stratifies individuals with and without language delay, Unsupervised data-driven stratification of mentalizing heterogeneity in autism"
"51.4584172,-2.6029792",Scanning the horizon: towards transparent and reproducible neuroimaging research
"51.46944800000001,-0.0884165",Incomplete Hippocampal Inversion: A Comprehensive MRI Study of Over 2000 Subjects.
"51.4697251,-0.09223869999999999",Double-dissociation between the mechanism leading to impulsivity and inattention in Attention Deficit Hyperactivity Disorder: A resting-state functional connectivity  …
