index,Title,URL,Year,Citations,Versions,Cluster ID,PDF link,Citations list,Versions list,Citation link,Excerpt,Journal,Authors,Publisher,CPY,PMCIDS,Full,Excerpts
848,Intelligent Computing in Bioinformatics,http://link.springer.com/content/pdf/10.1007/978-3-319-09330-7.pdf,2014.0,2,0,3236704471545121019,http://link.springer.com/content/pdf/10.1007/978-3-319-09330-7.pdf,"http://scholar.google.com/scholar?cites=3236704471545121019&as_sdt=2005&sciodt=0,5&hl=en",,http://scholar.googleusercontent.com/scholar.bib?q=info:-4hdbZEV6ywJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYkWrZhV11Ac728TQqJdtacU8jfTX-&scisf=4&ct=citation&cd=557&hl=en,"De-Shuang Huang Kyungsook Han Michael Gromiha (Eds.) 123 LNBI 8590 10thInternational Conference, ICIC 2014 Taiyuan, China, August 3–6, 2014 ProceedingsIntelligent Computing in Bioinformatics Page 2. Lecture Notes ...",,"Huang, De-Shuang & Han, Kyungsook & Gromiha, Michael",Springer,0.5,22594994,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=22594994&cmd=prlinks&retmode=ref,[]
849,"Promises, pitfalls, and basic guidelines for applying machine learning classifiers to psychiatric imaging data, with autism as an example",http://scholar.google.com/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5133050/,2016.0,1,5,11748684151329323709,,"http://scholar.google.com/scholar?cites=11748684151329323709&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=11748684151329323709&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:vfo-Cv21C6MJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJKDYC2Rv0Wfo3TM2B5mosDOU52cbp&scisf=4&ct=citation&cd=575&hl=en,... We will present the entire classification pipeline using multisite resting-state fMRI (RS-fMRI) datafrom the Autism Brain Imaging Data Exchange (ABIDE) repository (5). Even though much currentknowledge about the pathophysiology of psychiatric disorders was derived via task ...,Frontiers in Psychiatry,"Kassraian-Fard, Pegah & Matthis, Caroline & Balsters, Joshua H & Maathuis, Marloes H & Wenderoth, Nicole",Frontiers Media SA,0.5,27990125,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27990125&cmd=prlinks&retmode=ref,['We will present the entire classification pipeline using multisite resting-state fMRI (RS-fMRI) data from the Autism Brain Imaging Data Exchange (ABIDE) repository (']
850,Insula response and connectivity during social and non-social attention in children with autism,http://scan.oxfordjournals.org/content/11/3/433.abstract,2016.0,1,7,2447650356130796154,,"http://scholar.google.com/scholar?cites=2447650356130796154&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2447650356130796154&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:etKI2wfN9yEJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJPj_L7iycB3xtY5j8NfabMW8MqAPX&scisf=4&ct=citation&cd=705&hl=en,"We use cookies to enhance your experience on our website. By continuing touse our website, you are agreeing to our use of cookies. You can change yourcookie settings at any time. Find out more. Skip Navigation. ...",Social cognitive and affective neuroscience,"Odriozola, Paola & Uddin, Lucina Q & Lynch, Charles J & Kochalka, John & Chen, Tianwen & Menon, Vinod",Oxford University Press,0.5,26454817,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26454817&cmd=prlinks&retmode=ref,[]
851,Divide and conquer: sub-grouping of ASD improves ASD detection based on brain morphometry,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0153331,2016.0,1,14,10664242971280925306,,"http://scholar.google.com/scholar?cites=10664242971280925306&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10664242971280925306&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:euKnFXsA_5MJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJI7Cif0cSDpw6yCuhATpTM-WXrLHz&scisf=4&ct=citation&cd=544&hl=en,"... Data Availability: The ABIDE dataset is available from: http://fcon_1000.projects.nitrc.org/indi/abide/. ... and behavioral (DB) measures such as age, sex and IQs [17–21] and (2) largeheterogeneous datasets such as the Autism Brain Imaging Data Exchange (ABIDE) dataset ( ...",PloS one,"Katuwal, Gajendra J & Baum, Stefi A & Cahill, Nathan D & Michael, Andrew M",Public Library of Science,0.5,27065101,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27065101&cmd=prlinks&retmode=ref,"['http://fcon_1000.projects.nitrc.org/indi/abide/', '] and (2) large heterogeneous datasets such as the Autism Brain Imaging Data Exchange (ABIDE) dataset (n > 700) [']"
853,Eating behavior associated with gray matter volume alternations: A voxel based morphometry study,http://www.sciencedirect.com/science/article/pii/S0195666315300684,2016.0,1,4,13675676998245747167,,"http://scholar.google.com/scholar?cites=13675676998245747167&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=13675676998245747167&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:3wlr58XDyb0J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI-OYJBdS2RO09aGVox7xqMIO7FDat&scisf=4&ct=citation&cd=307&hl=en,... status. The current study employed structural imaging from an open MRI data set(http://fcon_1000.projects.nitrc.org/indi/pro/nki.html) to examine the relationshipbetween eating behavior traits and brain structural changes. The ...,Appetite,"Yao, Lizheng & Li, Wang & Dai, Zhenyu & Dong, Congsong",Elsevier,0.5,26494522,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26494522&cmd=prlinks&retmode=ref,['N/A']
854,Disrupted amplitude of low-frequency fluctuations in antipsychotic-naïve adolescents with early-onset schizophrenia,http://www.sciencedirect.com/science/article/pii/S0925492715301682,2016.0,1,6,9039739753798064539,,"http://scholar.google.com/scholar?cites=9039739753798064539&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9039739753798064539&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:m1kcV2mbc30J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJOlV-34w1RRF8XRDV_776fKgfliIu&scisf=4&ct=citation&cd=672&hl=en,Evidence points to a crucial role for altered neural oscillations and synchrony in thepathophysiology of schizophrenia. Previous resting state functional magne.,Psychiatry Research: Neuroimaging,"Zheng, Junjie & Zhang, Yan & Guo, Xiaofeng & Duan, Xujun & Zhang, Jiang & Zhao, Jingping & Chen, Huafu",Elsevier,0.5,27000303,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27000303&cmd=prlinks&retmode=ref,['N/A']
857,The preprocessed connectomes project repository of manually corrected skull-stripped T1-weighted anatomical MRI data,http://scholar.google.com/https://gigascience.biomedcentral.com/articles/10.1186/s13742-016-0150-5,2016.0,1,11,17991630784466033614,,"http://scholar.google.com/scholar?cites=17991630784466033614&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=17991630784466033614&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:zpsU7t8cr_kJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMIztgXr2khaMCKIqfDM3cZGT_Dq36C&scisf=4&ct=citation&cd=82&hl=en,... PubMed: http://www.ncbi.nlm.nih.gov/pubmed/12111967View ArticlePubMedGoogle Scholar;Nathan Kline Institute - Rockland Sample MRI Protocol. http://fcon_1000.projects.nitrc.org/indi/enhanced/mri_protocol.html. Accessed 27 July 2016. Automatic Registration Toolbox. ...,GigaScience,"Puccio, Benjamin & Pooley, James P & Pellman, John S & Taverna, Elise C & Craddock, R Cameron",BioMed Central,0.5,27782853,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27782853&cmd=prlinks&retmode=ref,"['\r\n        {""@context"":""http://schema.org"",""@id"":""https://academic.oup.com/gigascience/article/5/1/1/2737425/The-preprocessed-connectomes-project-repository-of"",""@type"":""ScholarlyArticle"",""name"":""The preprocessed connectomes project repository of manually corrected skull-stripped T1-weighted anatomical MRI data"",""datePublished"":""2016-10-25"",""isPartOf"":{""@id"":""https://academic.oup.com/gigascience/issue/5/1"",""@type"":""PublicationIssue"",""issueNumber"":""1"",""datePublished"":""2016-12-01"",""isPartOf"":{""@id"":""https://academic.oup.com/gigascience"",""@type"":""Periodical"",""name"":""GigaScience"",""issn"":[""2047-217X""]}},""url"":""http://dx.doi.org/10.1186/s13742-016-0150-5"",""keywords"":[""Brain extraction"",""Skull-stripping"",""Data sharing"",""Brain mask""],""inLanguage"":""en"",""copyrightHolder"":""BGI"",""copyrightYear"":""2017"",""publisher"":""Oxford University Press"",""sameAs"":""https://academic.oup.com/gigascience/article/5/1/1/2737425/The-preprocessed-connectomes-project-repository-of"",""author"":[{""name"":""Puccio, Benjamin"",""affiliation"":""1 Computational Neuroimaging Lab, Center for Biomedical Imaging and Neuromodulation, Nathan Kline Institute for Psychiatric Research, 140 Old Orangeburg Rd, 10962 Orangeburg, NY, USA"",""@type"":""Person""},{""name"":""Pooley, James P."",""affiliation"":""2 Center for the Developing Brain, Child Mind Institute, 445 Park Ave, 10022 New York, NY, USA"",""@type"":""Person""},{""name"":""Pellman, John S."",""affiliation"":""2 Center for the Developing Brain, Child Mind Institute, 445 Park Ave, 10022 New York, NY, USA"",""@type"":""Person""},{""name"":""Taverna, Elise C."",""affiliation"":""1 Computational Neuroimaging Lab, Center for Biomedical Imaging and Neuromodulation, Nathan Kline Institute for Psychiatric Research, 140 Old Orangeburg Rd, 10962 Orangeburg, NY, USA"",""@type"":""Person""},{""name"":""Craddock, R. Cameron"",""affiliation"":""1 Computational Neuroimaging Lab, Center for Biomedical Imaging and Neuromodulation, Nathan Kline Institute for Psychiatric Research, 140 Old Orangeburg Rd, 10962 Orangeburg, NY, USA   2 Center for the Developing Brain, Child Mind Institute, 445 Park Ave, 10022 New York, NY, USA"",""@type"":""Person""}],""description"":""BackgroundSkull-stripping is the procedure of removing non-brain tissue from anatomical MRI data. This procedure can be useful for calculating brain volume and for improving the quality of other image processing steps. Developing new skull-stripping algorithms and evaluating their performance requires gold standard data from a variety of different scanners and acquisition methods. We complement existing repositories with manually corrected brain masks for 125 T1-weighted anatomical scans from the Nathan Kline Institute Enhanced Rockland Sample Neurofeedback Study.FindingsSkull-stripped images were obtained using a semi-automated procedure that involved skull-stripping the data using the brain extraction based on nonlocal segmentation technique (BEaST) software, and manually correcting the worst results. Corrected brain masks were added into the BEaST library and the procedure was repeated until acceptable brain masks were available for all images. In total, 85 of the skull-stripped images were hand-edited and 40 were deemed to not need editing. The results are brain masks for the 125 images along with a BEaST library for automatically skull-stripping other data.ConclusionSkull-stripped anatomical images from the Neurofeedback sample are available for download from the Preprocessed Connectomes Project. The resulting brain masks can be used by researchers to improve preprocessing of the Neurofeedback data, as training and testing data for developing new skull-stripping algorithms, and for evaluating the impact on other aspects of MRI preprocessing. We have illustrated the utility of these data as a reference for comparing various automatic methods and evaluated the performance of the newly created library on independent data."",""pageStart"":""1"",""pageEnd"":""7""}\r\n    ', 'Skull-stripping is the procedure of removing non-brain tissue from anatomical MRI data. This procedure can be useful for calculating brain volume and for improving the quality of other image processing steps. Developing new skull-stripping algorithms and evaluating their performance requires gold standard data from a variety of different scanners and acquisition methods. We complement existing repositories with manually corrected brain masks for 125 T1-weighted anatomical scans from the Nathan Kline Institute Enhanced Rockland Sample Neurofeedback Study.', ']. We extend and complement these existing repositories by releasing manually corrected skull strips for 125 individuals from the Nathan Kline Institute (NKI) Enhanced Rockland Sample Neurofeedback Study (NFB). These are the first 125 participants who finished the entire 3-day protocol, consented to have their data shared, and were not excluded from data sharing for having an incidental finding during neuroradiological review.', 'We would like to thank Dr. Simon Fristed Eskildsen for help with the installation and optimization of the BEaST method. We would also like to acknowledge Qingyang Li for creating the BEaST guide, as well as the Bash script that we based our script on. Lastly, we would like to thank all of those involved in the participation, data collection, and data sharing initiative of the Enhanced Rockland Sample.', 'The NKI-Rockland Sample: a model for accelerating the pace of discovery science in psychiatry', 'Nathan Kline Institute - Rockland Sample MRI Protocol.', 'http://fcon_1000.projects.nitrc.org/indi/enhanced/mri_protocol.html']"
858,Functional topography of the right inferior parietal lobule structured by anatomical connectivity profiles,http://onlinelibrary.wiley.com/doi/10.1002/hbm.23311/full,2016.0,1,8,2318072788191570530,,"http://scholar.google.com/scholar?cites=2318072788191570530&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2318072788191570530&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:YmqoT-tyKyAJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJHILXaNtkzmRbLCTlZaZ-ffYz6jPq&scisf=4&ct=citation&cd=507&hl=en,"... Resting-State fMRI Data Preprocessing. Preprocessing of the resting-state fMRI data was carriedout using scripts provided by the 1,000 Functional Connectomes Project (www.nitrc.org/projects/fcon_1000) utilizing both the FSL and AFNI (http://afni.nimh.nih.gov/afni) softwares. ...",Human Brain Mapping,"Wang, Jiaojian & Zhang, Jinfeng & Rong, Menglin & Wei, Xuehu & Zheng, Dingchen & Fox, Peter T & Eickhoff, Simon B & Jiang, Tianzi",Wiley Online Library,0.5,27411386,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27411386&cmd=prlinks&retmode=ref,[]
859,A non‐parametric statistical test to compare clusters with applications in functional magnetic resonance imaging data,http://onlinelibrary.wiley.com/doi/10.1002/sim.6292/abstract,2014.0,2,7,10721748834050675739,,"http://scholar.google.com/scholar?cites=10721748834050675739&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10721748834050675739&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:G5SMIMJNy5QJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYV8Bd-Coh8DJEtUNT-s77lOqHDXo6&scisf=4&ct=citation&cd=184&hl=en,"... ANOCVA was applied to an fMRI dataset composed of children with TD and with ADHD, bothunder a resting state protocol, totaling 759 subjects. This dataset is available at the ADHD-200Consortium [12] website (http://fcon_1000.projects.nitrc.org/indi/adhd200/). ...",Statistics in medicine,"Fujita, Andr{\'e} & Takahashi, Daniel Y & Patriota, Alexandre G & Sato, Jo{\~a}o R",Wiley Online Library,0.5,25185759,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25185759&cmd=prlinks&retmode=ref,[]
860,On the brain structure heterogeneity of autism: Parsing out acquisition site effects with significance‐weighted principal component analysis,http://onlinelibrary.wiley.com/doi/10.1002/hbm.23449/full,2016.0,1,6,6947705771676286329,,"http://scholar.google.com/scholar?cites=6947705771676286329&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6947705771676286329&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:eT2yvJY1a2AJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJB5W85hUgf8PLf7X9EmZuFqLIkWvY&scisf=4&ct=citation&cd=390&hl=en,... Advanced Automated Labelling. AAM Active Appearance Models. ABIDE Autism Brain ImagingData Exchange. ADNI Alzheimer's Disease Neuroimaging Initiative. ADOS Autism DiagnosticObservation Schedule. ANOVA Analysis of variance. ASD Autism Spectrum Disorder. CBM ...,Human Brain Mapping,"Martinez-Murcia, Francisco Jes{\'u}s & Lai, Meng-Chuan & Gorriz, Juan Manuel & Ram{\'\i}rez, Javier & Young, Adam MH & Deoni, Sean CL & Ecker, Christine & Lombardo, Michael V & Baron-Cohen, Simon & Murphy, Declan GM & others",Wiley Online Library,0.5,27774713,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27774713&cmd=prlinks&retmode=ref,[]
861,Principles of functional Magnetic Resonance Imaging,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.662.7273&rep=rep1&type=pdf,2014.0,2,4,12744804349515869120,,"http://scholar.google.com/scholar?cites=12744804349515869120&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=12744804349515869120&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:wCu_8Aek3rAJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYlu9J8Em_Wdve2HAWbyvmHxBCdLc6&scisf=4&ct=citation&cd=588&hl=en,Page 1. 1 Principles of functional Magnetic Resonance Imaging Martin A. LindquistDepartment of Biostatistics; Johns Hopkins University Tor D. Wager Department ofPsychology & Neuroscience; University of Colorado at Boulder ...,"Handbook of Neuroimaging Data Analysis, London: Chapman \& Hall","Lindquist, Martin A & Wager, Tor D",Citeseer,0.5,20740397,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20740397&cmd=prlinks&retmode=ref,[]
862,Alterations of functional connectivities from early to middle adulthood: clues from multivariate pattern analysis of resting-state fMRI data,http://www.sciencedirect.com/science/article/pii/S1053811916000549,2016.0,1,6,6605795844676123730,,"http://scholar.google.com/scholar?cites=6605795844676123730&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6605795844676123730&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:UvyrXFKArFsJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJHDRSADzJEEKpFsW0npbxjlp5vQtv&scisf=4&ct=citation&cd=506&hl=en,"... Materials and methods. Data set. Data used in the current study were selected from thepublicly released data set “the Nathan Kline Institute/Rockland Sample (NKI–RS)”(http://fcon_1000.projects.nitrc.org/indi/pro/nki.html) ( Nooner et al., 2012 ). ...",Neuroimage,"Tian, Lixia & Ma, Lin & Wang, Linlin",Elsevier,0.5,26825442,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26825442&cmd=prlinks&retmode=ref,['N/A']
863,Connectome-scale group-wise consistent resting-state network analysis in autism spectrum disorder,http://www.sciencedirect.com/science/article/pii/S2213158216301024,2016.0,1,4,14815197388808425472,,"http://scholar.google.com/scholar?cites=14815197388808425472&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=14815197388808425472&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:AJA45Ycnms0J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMIx7H3cViY3pnkNY2K0jLr9cP53uoI&scisf=4&ct=citation&cd=41&hl=en,... from the publicly available Autism Brain Imaging Data Exchange (ABIDE) which providespreviously collected resting state functional magnetic resonance imaging (rsfMRI) datasets fromindividuals with ASD and healthy controls (http://fcon_1000.projects.nitrc.org/indi/abide/). ...,NeuroImage: Clinical,"Zhao, Yu & Chen, Hanbo & Li, Yujie & Lv, Jinglei & Jiang, Xi & Ge, Fangfei & Zhang, Tuo & Zhang, Shu & Ge, Bao & Lyu, Cheng & others",Elsevier,0.5,27358766,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27358766&cmd=prlinks&retmode=ref,['N/A']
864,Estimating brain network activity through back-projection of ICA components to GLM maps,http://www.sciencedirect.com/science/article/pii/S0304394014000913,2014.0,2,10,3147392344227656641,,"http://scholar.google.com/scholar?cites=3147392344227656641&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=3147392344227656641&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:wTN5VqnIrSsJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYRMbJYUe_QPUfpaJdbqj9qFRHdVDM&scisf=4&ct=citation&cd=71&hl=en,... The growth of data-sharing initiatives such as the 1000 Functional Connectomes Projectand International Neuroimaging Data-sharing Initiative has allowed replication ofICA-derived networks in independent datasets. For example ...,Neuroscience letters,"James, G Andrew & Tripathi, Shanti Prakash & Kilts, Clinton D",Elsevier,0.5,24513233,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24513233&cmd=prlinks&retmode=ref,['N/A']
865,Reduced modulation of thalamocortical connectivity during exposure to sensory stimuli in ASD,http://onlinelibrary.wiley.com/doi/10.1002/aur.1726/full,2016.0,1,2,8488986850736758492,,"http://scholar.google.com/scholar?cites=8488986850736758492&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8488986850736758492&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:3F4gbZDwznUJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJPkqbYzF0e8qX-qnFCbsdbDzxtqFG&scisf=4&ct=citation&cd=706&hl=en,By continuing to browse this site you agree to us using cookies as describedin About Cookies. Remove maintenance message. ...,Autism Research,"Green, Shulamite A & Hernandez, Leanna & Bookheimer, Susan Y & Dapretto, Mirella",Wiley Online Library,0.5,27896947,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27896947&cmd=prlinks&retmode=ref,[]
867,Endosomal system genetics and autism spectrum disorders: A literature review,http://www.sciencedirect.com/science/article/pii/S0149763416300495,2016.0,1,5,1410536375561536140,,"http://scholar.google.com/scholar?cites=1410536375561536140&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=1410536375561536140&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:jMIcOFw7kxMJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJOjCWn5XiLjSpkayhGTBRG223jy57&scisf=4&ct=citation&cd=673&hl=en,"Autism spectrum disorders (ASDs) are a group of debilitating neurodevelopmental disordersthought to have genetic etiology, due to their high heritability. The.",Neuroscience \& Biobehavioral Reviews,"Patak, Jameson & Zhang-James, Yanli & Faraone, Stephen V",Elsevier,0.5,27048963,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27048963&cmd=prlinks&retmode=ref,['N/A']
868,Influence of Group on Individual Subject Maps in SPM Voxel Based Morphometry,http://scholar.google.com/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5134364/,2016.0,1,7,890779701749481380,,"http://scholar.google.com/scholar?cites=890779701749481380&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=890779701749481380&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:pP_nT2uvXAwJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI-hbXzsJUJPOy99lnT1D8_3eUMZF-&scisf=4&ct=citation&cd=317&hl=en,"... MRI images used in this study were downloaded from the Autism Brain Imaging Data Exchange(ABIDE), a multisite online database of brain images from subjects with autism and typicallydeveloping controls (http://fcon_1000.projects.nitrc.org/indi/abide/; Di Martino et al., 2014 ...",Frontiers in Neuroscience,"Michael, Andrew M & Evans, Eli & Moore, Gregory J",Frontiers Media SA,0.5,27994534,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27994534&cmd=prlinks&retmode=ref,"['MRI images used in this study were downloaded from the Autism Brain Imaging Data Exchange (ABIDE), a multisite online database of brain images from subjects with autism and typically developing controls (', 'http://fcon_1000.projects.nitrc.org/indi/abide/']"
869,Reorganization of brain connectivity in obesity,http://onlinelibrary.wiley.com/doi/10.1002/hbm.23462/full,2016.0,1,2,14153354543569696243,,"http://scholar.google.com/scholar?cites=14153354543569696243&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=14153354543569696243&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:8_WhPfjQasQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJIx8kpEKKgO5F2H6fCjQpU5egZKC5&scisf=4&ct=citation&cd=543&hl=en,"... Resting state data was obtained from the 1000 Functional Connectome Project (http://fcon_1000.projects.nitrc.org/indi/pro/nki.html), which is part of an international neuroimaging data sharinginitiative with available demographic data including BMI, and fasting blood glucose ...",Human Brain Mapping,"Geha, Paul & Cecchi, Guillermo & Todd Constable, R & Abdallah, Chadi & Small, Dana M",Wiley Online Library,0.5,27859973,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27859973&cmd=prlinks&retmode=ref,[]
870,Reduced Inhibitory Control Mediates the Relationship Between Cortical Thickness in the Right Superior Frontal Gyrus and Body Mass Index,http://www.nature.com/npp/journal/vaop/ncurrent/full/npp201626a.html,2016.0,1,6,2421140308827977949,,"http://scholar.google.com/scholar?cites=2421140308827977949&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2421140308827977949&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:3TgSe0iemSEJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMIxP3tLN8Bhp1mv85rONp58nyq_bHM&scisf=4&ct=citation&cd=33&hl=en,... part of the 'original NKI-Rockland sample'. All approvals regarding human subjects studies weresought following NKI procedures. Scans were acquired from the International NeuroimagingData Sharing Initiative (INDI) online database (http://fcon_1000.projects.nitrc.org/indi/pro ...,Neuropsychopharmacology,"Lavagnino, Luca & Mwangi, Benson & Bauer, Isabelle E & Cao, Bo & Selvaraj, Sudhakar & Prossin, Alan & Soares, Jair C",Nature Publishing Group,0.5,26888057,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26888057&cmd=prlinks&retmode=ref,['N/A']
871,Homozygous loss of autism-risk gene CNTNAP2 results in reduced local and long-range prefrontal functional connectivity,http://www.biorxiv.org/content/early/2016/06/29/060335.abstract,2016.0,1,5,9925454412462310459,,"http://scholar.google.com/scholar?cites=9925454412462310459&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9925454412462310459&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:O0QmaTNMvokJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJO7aGr9yjLx3XQHle2qYKwIKnxzAf&scisf=4&ct=citation&cd=687&hl=en,"Page 1. 1 Homozygous loss of autism-risk gene CNTNAP2 results in reduced local andlong-range prefrontal functional connectivity Adam Liska1,2 MSc Ryszard Gomolka1 MSc, MaraSabbioni3 Msc, Alberto Galbusera1 MSc Stefano Panzeri4 PhD Maria Luisa Scattoni3 PhD ...",bioRxiv,"Liska, Adam & Gomolka, Ryszard & Sabbioni, Mara & Galbusera, Alberto & Panzeri, Stefano & Scattoni, Maria Luisa & Gozzi, Alessandro",Cold Spring Harbor Labs Journals,0.5,28184409,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=28184409&cmd=prlinks&retmode=ref,[]
