i,Title,URL,Year,Citations,Versions,Cluster ID,PDF link,Citations list,Versions list,Citation link,Excerpt,Journal,Authors,Publisher,Citations Per Year,Journal Category,PMCID,Affiliations,Qualifiers,Data Use,Sets
993,Open minded psychology,http://www.ubiquitypress.com/site/books/10.5334/ban/download/1000/#page=114,2014.0,1,10,5054419427611831447,,"http://scholar.google.com/scholar?cites=5054419427611831447&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=5054419427611831447&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:l-yioLDnJEYJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYeI3IRRrbiJX2a-WafBaGzSPNUDYG&scisf=4&ct=citation&cd=393&hl=en,"Page 114. Open Minded Psychology Wouter van den Bos, Mirjam A. Jenny andDirk U. Wulff Center for Adaptive Rationality, Max Planck Institute for HumanDevelopment, Berlin, Germany Introduction Psychology is a young ...",Issues in open research data,"van den Bos, Wouter & Jenny, Mirjam A & Wulff, Dirk U",,0.25,Other,0,,,N,ABIDE
994,Multiscale functional networks in human resting state functional MRI,http://ieeexplore.ieee.org/abstract/document/7094475/,2014.0,1,2,13072086597886187927,,"http://scholar.google.com/scholar?cites=13072086597886187927&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=13072086597886187927&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:l5kmfIBhabUJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYTwLg5Tt0s0jKftoSWc2YIFmFF2HB&scisf=4&ct=citation&cd=133&hl=en,"... Data Acquisition and Preprocessing Neuroimaging data from the 1000 Functional ConnectomesProject [20] was used, specifically the Enhanced Rockland Sample Multiband Imaging Test-RetestPilot Dataset uploaded by the Nathan Kline Institute for Psychiatric Research [21]. ...",,"Medda, Alessio & Billings, Jacob C & Keilholz, Shella D",,0.25,Other,0,,,Y,NKI
995,Shearlet-based sparse representation for super-resolution in diffusion weighted imaging (DWI),http://ieeexplore.ieee.org/abstract/document/7025791/,2014.0,1,5,6602164027464833483,,"http://scholar.google.com/scholar?cites=6602164027464833483&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6602164027464833483&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:y1nnBTSZn1sJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYeH9HM9uaoSYvE2jDlDPx5vYcOxE9&scisf=4&ct=citation&cd=391&hl=en,"... 3. EXPERIMENTS AND RESULTS 3.1. Experimental setup Five high-resolution DWimages of different patients, ob- tained from the Nathan Kline Institute (NKI) / RocklandSample, were selected as the training and validation dataset. ...",,"Tarquino, Jonathan & Rueda, Andrea & Romero, Eduardo",,0.25,Other,0,,,Y,NKI
996,Examining the right dorsal premotor mosaic: a connectivity-based parcellation approach,https://orbi.ulg.ac.be/bitstream/2268/190735/2/Abstract_Genon_OHBM2014.pdf,2014.0,1,2,10706322382766534464,http://scholar.google.com/https://orbi.ulg.ac.be/bitstream/2268/190735/2/Abstract_Genon_OHBM2014.pdf,"http://scholar.google.com/scholar?cites=10706322382766534464&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10706322382766534464&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:QO-ci3t_lJQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYZeibrYO3egGcyl6Kp4ZjbVR259RF&scisf=4&ct=citation&cd=274&hl=en,"... criteria. MACM (performed on BrainMap) and RSC modeling (performed on the132 healthy subjects from the NKI ""Rockland"" sample) were then combined toexamine the derived clusters' brain-wide functional connectivity. ...",,"Genon, Sarah & Muller, Veronika I & Cieslik, Edna & Hoffstaedter, Felix & Langner, Robert & Fox, PT & Eickhoff, SB",,0.25,Other,0,,,Y,NKI
997,Tensor Generalized Estimating Equations for Longitudinal Imaging Analysis,https://arxiv.org/abs/1412.6592,2014.0,1,3,9028872252962664662,,"http://scholar.google.com/scholar?cites=9028872252962664662&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9028872252962664662&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:1nA4IHr_TH0J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYkKsCCY_D_h1AbmjitYJvzONj0o6c&scisf=4&ct=citation&cd=549&hl=en,"Page 1. Tensor Generalized Estimating Equations for Longitudinal Imaging AnalysisXiang Zhang, Lexin Li, Hua Zhou, Dinggang Shen and the Alzheimer's DiseaseNeuroimaging Initiative Abstract In an increasing number of ...",arXiv preprint arXiv:1412.6592,"Zhang, Xiang & Li, Lexin & Zhou, Hua & Shen, Dinggang & others",,0.25,Other,0,,,N,ADHD200
998,Evaluating nonlinear coregistration of BOLD EPI and T1w images,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2327525/component/escidoc:2327523/master_thesis_huntenburg_4686947.pdf,2014.0,1,3,9723889909768488996,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2327525/component/escidoc:2327523/master_thesis_huntenburg_4686947.pdf,"http://scholar.google.com/scholar?cites=9723889909768488996&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9723889909768488996&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:JIjBgloy8oYJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYjtlFv4rJO_ME5kGUrahR6EEmtGAE&scisf=4&ct=citation&cd=532&hl=en,... acquired according to latest standards. Initial testing was performed on anotherset of over 300 images (Enhanced Nathan Kline Institute - Rockland Sample) (Nooneret al. 2012) which did not undergo full evaluation. Based ...,,"Huntenburg, Julia M",,0.25,Thesis,0,,,Y,NKI
999,Using MRI from 1000 subjects to identify abnormal grey matter in individual tumor subjects,http://ieeexplore.ieee.org/abstract/document/6972878/,2014.0,1,2,17679718391811526863,,"http://scholar.google.com/scholar?cites=17679718391811526863&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=17679718391811526863&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:z9DdyDT6WvUJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYZU8zQgowB-vqFqp_kONp02ytplzs&scisf=4&ct=citation&cd=275&hl=en,... patients. II. METHODOLOGY A. Subjects MRI images were downloaded from the1000 Functional Connectome Project (http://fcon_1000.projects.nitrc.org/ ) (Biswalet al 2010). Five tumor patients were used for this. B. Image ...,,"Misra, Atreya & Yuan, Rui & Gohel, Suril & Biswal, Bharat",,0.25,Other,0,,,Y,FCP
1000,Incomplete Hippocampal Inversion: A Comprehensive MRI Study of Over 2000 Subjects.,http://europepmc.org/articles/pmc4686650,2014.0,1,22,16431874532917601153,,"http://scholar.google.com/scholar?cites=16431874532917601153&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=16431874532917601153&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:gWNX8NO-CeQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYnzY1b9mhGU5Rj5agMEXnNXgtEN7w&scisf=4&ct=citation&cd=640&hl=en,"FULL TEXT Abstract: The incomplete-hippocampal-inversion (IHI), also known as malrotation,is an atypical anatomical pattern of the hippocampus, which has been...",Frontiers in neuroanatomy,"Cury, Claire & Toro, Roberto & Cohen, Fanny & Fischer, Clara & Mhaya, Amel & SamperGonzalez, Jorge & Hasboun, Dominique & Mangin, JeanFranccois & Banaschewski, Tobias & Bokde, AL & others",Frontiers Media SA,0.25,Journal,26733822,"Physikalisch-Technische Bundesanstalt Berlin, Germany. && Department of Psychiatry and Neuroimaging Center, Technische Universität Dresden Dresden, Germany. && Department of Child and Adolescent Psychiatry and Psychotherapy, Clinical Faculty Mannheim, Central Institute of Mental Health, University of Heidelberg Mannheim, Germany. && Centre d'Acquisition et de Traitement des ImagesParis, France; Institut d'Imagerie Biomédicale; Commissariat à l'énergie atomique et aux énergies alternatives; Direction des Sciences du VivantGif-Sur-Yvette, France. && Institut national de la santé et de la recherche médicale U1000, Neuroimagerie en Psychiatrie, Université Paris-Sud, Université Paris Descartes Paris, France. && Institute of Psychiatry, Psychology and Neuroscience, King's College LondonLondon, UK; MRC Social, Genetic and Developmental Psychiatry CentreLondon, UK. && School of Physics and Astronomy, University of Nottingham Nottingham, UK. && Department of Systems Neuroscience, Universitätsklinikum Hamburg Eppendorf Hamburg, Germany. && Institut national de la santé et de la recherche médicale U1000, Neuroimagerie en Psychiatrie, Université Paris-Sud, Université Paris DescartesParis, France; AP-HP, Department of Adolescent Psychopathology and Medicine, Maison de Solenn, Cochin Hospital, University Paris Descartes, Sorbonne Paris CitéParis, France. && Institut national de la santé et de la recherche médicale, U1127Paris, France; Centre National de la Recherche Scientifique, UMR 7225 Institut du Cerveau et de la Moelle épinièreParis, France; Sorbonne Universités, Université Pierre et Marie Curie Univ Paris 06, UMR S 1127Paris, France; Institut du Cerveau et de la Moelle épinière, Institut du Cerveau et de la Moelle épinièreParis, France; Inria, Aramis Team, Centre de Recherche Paris-RocquencourtParis, France; Centre d'Acquisition et de Traitement des ImagesParis, France. && Department of Child and Adolescent Psychiatry and Psychotherapy, Clinical Faculty Mannheim, Central Institute of Mental Health, University of HeidelbergMannheim, Germany; Department of Child and Adolescent Psychiatry, Medical University of ViennaVienna, Austria. && Department of Psychiatry and Psychotherapy, Campus Charité Mitte, Charité-Universitätsmedizin BerlinGermany; Berlin School of Mind and Brain, Humboldt University BerlinBerlin, Germany. && Rotman Research Institute, BaycrestToronto, ON, Canada; Departments of Psychology and Psychiatry, University of TorontoToronto, Canada; Center for Developing Brain, Child Mind InstituteNew York, NY, USA. && Centre National de la Recherche Scientifique, Genes, Synapses and Cognition, URA 2182, Institut PasteurParis, France; Human Genetics and Cognitive Functions, Institut PasteurParis, France. && Institut national de la santé et de la recherche médicale, U1127Paris, France; Centre National de la Recherche Scientifique, UMR 7225 Institut du Cerveau et de la Moelle épinièreParis, France; Sorbonne Universités, Université Pierre et Marie Curie Univ Paris 06, UMR S 1127Paris, France; Institut du Cerveau et de la Moelle épinière, Institut du Cerveau et de la Moelle épinièreParis, France; Inria, Aramis Team, Centre de Recherche Paris-RocquencourtParis, France; Departments of Neuroradiology and Neurology, AP-HP, Hôpital de la Pitié-SalpétrièreParis, France. && Institut national de la santé et de la recherche médicale, U1127Paris, France; Centre National de la Recherche Scientifique, UMR 7225 Institut du Cerveau et de la Moelle épinièreParis, France; Sorbonne Universités, Université Pierre et Marie Curie Univ Paris 06, UMR S 1127Paris, France; Institut du Cerveau et de la Moelle épinière, Institut du Cerveau et de la Moelle épinièreParis, France; Inria, Aramis Team, Centre de Recherche Paris-RocquencourtParis, France; Centre d'Acquisition et de Traitement des ImagesParis, France; Departments of Neuroradiology and Neurology, AP-HP, Hôpital de la Pitié-SalpétrièreParis, France. && Institut national de la santé et de la recherche médicale, U1127Paris, France; Centre National de la Recherche Scientifique, UMR 7225 Institut du Cerveau et de la Moelle épinièreParis, France; Sorbonne Universités, Université Pierre et Marie Curie Univ Paris 06, UMR S 1127Paris, France; Institut du Cerveau et de la Moelle épinière, Institut du Cerveau et de la Moelle épinièreParis, France; Inria, Aramis Team, Centre de Recherche Paris-RocquencourtParis, France. && Department of Systems Neuroscience, Universitätsklinikum Hamburg EppendorfHamburg, Germany; Department of Psychiatry and Psychotherapy, Campus Charité Mitte, Charité-Universitätsmedizin BerlinGermany. && Department of Psychology, University College Dublin Dublin, Ireland. && Discipline of Psychiatry, School of Medicine, Trinity College Dublin Dublin, Ireland. && Department of Systems Neuroscience, Universitätsklinikum Hamburg EppendorfHamburg, Germany; Department of Psychology, Stanford UniversityStanford, CA, USA. && Department of Cognitive and Clinical Neuroscience, Central Institute of Mental Health, Medical Faculty Mannheim, Heidelberg University Mannheim, Germany. && Discipline of Psychiatry, School of Medicine, Trinity College DublinDublin, Ireland; Institute of Neuroscience, Trinity College DublinDublin, Ireland. && MAP5, Université Paris Descartes, Sorbonne Paris Cité Paris, France. && Institut d'Imagerie Biomédicale; Commissariat à l'énergie atomique et aux énergies alternatives; Direction des Sciences du Vivant Gif-Sur-Yvette, France. && Institute of Psychiatry, Psychology and Neuroscience, King's College LondonLondon, UK; Département de Psychiatrie, Centre Hospitalier Universitaire Sainte-Justine, Université de MontrealMontreal, QC, Canada. && Department of Psychiatry and Psychotherapy, Campus Charité Mitte, Charité-Universitätsmedizin Berlin Germany.",cortical sulci & malrotation & brain development & anatomical variability & human hippocampus & IMAGEN database & MRI & Large database,N,ABIDE
1001,The developmental trajectory of hippocampus across the human lifespan based on multimodal neuroimaging,http://cjcnn.org/index.php/cjcnn/article/view/929,2014.0,1,2,9141806699896859969,,"http://scholar.google.com/scholar?cites=9141806699896859969&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9141806699896859969&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:QW2jGMI43n4J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYjNTFoDXEAehmU51l6J6FSUnRs6sd&scisf=4&ct=citation&cd=527&hl=en,"... 经多模态 MRI 扫描、半结构化精神疾病诊断访谈及 一系列神经心理学测验（http：//fcon_1000.projects.nitrc.org/indi/pro/nki. html）最终纳入 125 例，均为右 ... The NKI⁃rockland sample: a model foraccelerating the pace of discovery science in psychiatry. Front Neurosci, 2012, 6:152. ...",Chinese Journal of Contemporary Neurology and Neurosurgery,"WANG, Xiu & YANG, Ning & HE, Ye & ZHANG, Zhe & ZHU, Xingting & DONG, Haomin & HOU, Xiaohui & LI, Huijie & ZUO, Xinian",,0.25,Journal,0,,,Y,NKI
1002,Directed interactivity of large-scale brain networks: Introducing a new method for estimating resting-state effective connectivity MRI,http://ieeexplore.ieee.org/abstract/document/7025712/,2014.0,1,7,12545416462290305037,,"http://scholar.google.com/scholar?cites=12545416462290305037&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=12545416462290305037&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:DcAm0s1FGq4J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYZQxf9CS-IcbS55B_5BHBEmGnS8ra&scisf=4&ct=citation&cd=276&hl=en,"... Participants, data preprocessing and terminology A cohort containing Ns = 132 subjects aged25-30 years (mean age = 26.8 ± 1.65 years, 73 women) was extracted from the 1000 FunctionalConnectomes Project (http:// www.nitrc.org/projects/fcon_1000/) [7]. The MRI scans ...",,"Xu, Nan & Spreng, R Nathan & Doerschuk, Peter C",,0.25,Other,0,,,Y,CORR
1003,Health officials warn of poor tuberculosis detection,http://search.proquest.com/openview/f9de591af7c9b3dea6d97faa8b418292/1?pq-origsite=gscholar&cbl=33975,2010.0,2,13,14189352121467209544,,"http://scholar.google.com/scholar?cites=14189352121467209544&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=14189352121467209544&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:SAf9eJO06sQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYZFrMwt5-3HJiP_49xIIKsN9hwNA3&scisf=4&ct=citation&cd=264&hl=en,"... Last month, a team led by Michael Milham, a neuroscientist at New York University (NYU) ChildStudy Center, published the first analysis from the 1,000 Functional Connectomes Project, acollection of fMRI data sets donated by researchers from 35 centers around the world. ...",Nature medicine,"Padma, TV",,0.25,Other,20376012,,prevention & control & epidemiology & diagnosis,N,FCP
1004,A multiscale/sparse representation for Diffusion Weighted Imaging (DWI) super-resolution,http://ieeexplore.ieee.org/abstract/document/6868037/,2014.0,1,5,9900280830321393848,,"http://scholar.google.com/scholar?cites=9900280830321393848&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9900280830321393848&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:uIDqE_bcZIkJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYdZ69m34ZnutKSP6hiOpCCU08XzKv&scisf=4&ct=citation&cd=379&hl=en,"... 3.1. Experimental setup The whole dataset, for both training and validation, is com- posed offive high resolution DW images of different patients, obtained from the Nathan Kline Institute(NKI) / Rockland Sample. Each DW image is acquired using a 3T MR Siemens scanner. ...",,"Tarquino, Jonathan & Rueda, Andrea & Romero, Eduardo",,0.25,Other,0,,,Y,NKI
1005,Abnormal functional connectivity between anterior cingulate and the default-mode network in drug-naïve boys with attention deficit hyperactivity disorder,https://www.brainmaster.com/software/pubs/brain/Abnormal%20functional%20connectivity%20anterior%20cingulate%20and%20DMN%20Sun%20et%20al.pdf,2009.0,2,0,9091567879246429232,http://scholar.google.com/https://www.brainmaster.com/software/pubs/brain/Abnormal%20functional%20connectivity%20anterior%20cingulate%20and%20DMN%20Sun%20et%20al.pdf,"http://scholar.google.com/scholar?cites=9091567879246429232&as_sdt=2005&sciodt=0,5&hl=en",,http://scholar.googleusercontent.com/scholar.bib?q=info:MLzVJdG8K34J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYnGNVL4p8I5nCiCR7b4adSOW9tZuw&scisf=4&ct=citation&cd=625&hl=en,"Page 1. Abnormal functional connectivity between the anterior cingulate and thedefault mode network in drug-naïve boys with attention deficit hyperactivity disorderLi Sun a,b, Qingjiu Cao a,b, Xiangyu Long c, Manqiu Sui a ...",,"Li, Sun & Qingjiu, Cao & Xiangyn, L & others",,0.2222222222222222,Journal,22424873,"Institute of Mental Health, Peking University, Beijing 100191, China.",physiopathology & blood & physiology & diagnosis,N,FCP
1006,A data-driven method to reduce the impact of region size on degree metrics in voxel-wise functional brain networks.,http://europepmc.org/articles/pmc4195315,2013.0,1,10,2481563356057427060,,"http://scholar.google.com/scholar?cites=2481563356057427060&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2481563356057427060&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:dNxtdblIcCIJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYS6CvKCFEkyQVx3GPB0v8Bnnu63Kg&scisf=4&ct=citation&cd=119&hl=en,"... functional regions that ... Materials and Methods. Subjects and data acquisition. Publicdataset, NewYork_Test-Retest_Reliability (NY_TRT) 1 of the 1,000 FunctionalConnectomes Project, was used (27). The NY_TRT dataset ...",Frontiers in neurology,"Liu, Cirong & Tian, Xiaoguang",Frontiers Media SA,0.2,Journal,25352826,"Queensland Brain Institute, The University of Queensland , St Lucia, QLD , Australia. && Werner Reichardt Centre for Integrative Neuroscience , Tübingen , Germany.",brain network & degree & functional hubs & region growing & resting state fMRI,Y,FCP
1007,Feature-reduction and semi-simulated data in functional connectivity-based cortical parcellation,http://link.springer.com/article/10.1007/s12264-013-1339-6,2013.0,1,19,1351176779765243454,,"http://scholar.google.com/scholar?cites=1351176779765243454&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=1351176779765243454&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:Pt6pUh9YwBIJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYhzQdsmV7i77urbZS_jh2_sCRNGyW&scisf=4&ct=citation&cd=496&hl=en,... 335 analysis were more reliable. PArtIcIPANts AND MEtHODs Participants andData Acquisition The analysis was performed on the New York Test-Retest Reliabilitydataset of the 1000 Functional Connectomes Project[30]. ...,Neuroscience bulletin,"Tian, Xiaoguang & Liu, Cirong & Jiang, Tianzi & Rizak, Joshua & Ma, Yuanye & Hu, Xintian",Springer,0.2,Journal,23700282,"Kunming Institute of Zoology, Chinese Academy of Sciences, Kunming, China.",methods & physiology,Y,FCP
1008,Brain imaging: closing the gap between basic research and clinical application is urgently needed,http://link.springer.com/article/10.1007/s00787-013-0493-8,2013.0,1,7,16688110832871374178,,"http://scholar.google.com/scholar?cites=16688110832871374178&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=16688110832871374178&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:Yn2llWIUmOcJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYVqNb3-fDuxveonBV9MluF1S79YUr&scisf=4&ct=citation&cd=179&hl=en,"... effective. This requirement is not superfluous, as was demonstrated by the ADHD200 competition where prediction on the basis of personal characteristicsoutperformed the prediction on the basis of resting-state MRI data [21]. ...",,"Buitelaar, Jan K & Coghill, David R",Springer,0.2,Journal,24297676,"Department of Cognitive Neuroscience, Radboud University Medical Center, Donders Institute for Brain, Cognition and Behaviour, P.O. Box 9101, 6500 HB, Nijmegen, The Netherlands, jan.buitelaar@radboudumc.nl.",pathology,N,ADHD200
1009,Hippocampal subfields and stress in nondemented older adults: Preliminary findings,http://aanddjournal.net/article/S1552-5260(13)01437-4/abstract,2013.0,1,3,14155186186671489049,,"http://scholar.google.com/scholar?cites=14155186186671489049&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=14155186186671489049&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:GQAS4tZSccQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYaLNM5w_UsipD0BH4iEUi7fz4WmZ1&scisf=4&ct=citation&cd=298&hl=en,Page 1. which can be combined with novel in vivo markers of BFCS degeneration. Methods:Structural MRI and rs-fMRI scans were retrieved for 70 healthy subjects (age range: 20-85 years)from the International Neuroimaging Data-sharing Initiative (INDI). ...,Alzheimer's \& Dementia: The Journal of the Alzheimer's Association,"Zimmerman, Molly & Brickman, Adam & Ezzati, Ali & Katz, Mindy & Lipton, Michael & Sliwinski, Martin & Lipton, Richard",Elsevier,0.2,Journal,0,,,Y,INDI
1010,Harnessing graphics processing units for improved neuroimaging statistics,http://link.springer.com/article/10.3758/s13415-013-0165-7,2013.0,1,12,18218286365560655745,,"http://scholar.google.com/scholar?cites=18218286365560655745&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=18218286365560655745&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:gc-Vw-xa1PwJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYatpErognYeoVoRZWXjE91yGUZiq_&scisf=4&ct=citation&cd=305&hl=en,"... several weeks. This is especially true for extremely large data sets—for example,the freely available rest data sets in the 1,000 functional connectomes project (Biswalet al., 2010) requiring about 85 GB of storage. With stronger ...","Cognitive, Affective, \& Behavioral Neuroscience","Eklund, Anders & Villani, Mattias & LaConte, Stephen M",Springer,0.2,Journal,23625719,"Virginia Tech Carilion Research Institute, Virginia Tech, 2 Riverside Circle, Roanoke, 24016, VA, USA, andek034@gmail.com.",pathology & methods & physiology,Y,FCP
1011,Protective factors for emerging adults with subclinical ADHD,http://digitalcommons.wayne.edu/oa_dissertations/671/,2013.0,1,2,6752831269769487633,,"http://scholar.google.com/scholar?cites=6752831269769487633&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6752831269769487633&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:EaXCBkPgtl0J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYpj9drK_ocU7bOESle2OajFvHdSPJ&scisf=4&ct=citation&cd=695&hl=en,"Page 1. Wayne State University DigitalCommons@WayneState Wayne StateUniversity Dissertations 1-1-2013 Protective Factors For Emerging Adults WithSubclinical Adhd Olivia Allison Mcgarragle Wayne State University, ...",,"Mcgarragle, Olivia Allison",,0.2,Thesis,0,,,I,
1012,Machine Learning Approaches for Disease State Classification from Neuroimaging Data,https://etd.auburn.edu/handle/10415/3623,2013.0,1,3,16871876167763786845,,"http://scholar.google.com/scholar?cites=16871876167763786845&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=16871876167763786845&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:XXzwyfvxJOoJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYcKfq_ehIFmqsc-o-KE5uAZy5mSuj&scisf=4&ct=citation&cd=345&hl=en,... which are better than the winning accuracy of the ADHD-200 Global Competition and thosereported subsequently. ... ADHD. Page 3. iii Acknowledgments I thank the InternationalNeuroimaging Data-sharing Initiative (INDI) for providing access to the data. ...,,"Wang, Peng",,0.2,Thesis,0,,,Y,ADHD200
1013,"DIME (Diplomatic, information, military and economic power) effects modeling system: Applications for the modeling of the brain",http://search.proquest.com/openview/03ac5d82a72d480e4649486dd6a38cec/1?pq-origsite=gscholar&cbl=2034878,2013.0,1,2,13905173120025381810,,"http://scholar.google.com/scholar?cites=13905173120025381810&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=13905173120025381810&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:sktsp0cZ-cAJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYk5Ox6RBk1eZTGwmpOKZYNLqqk_Aj&scisf=4&ct=citation&cd=563&hl=en,"... one particular kind of cognitive task. Or rather, they focused on a non-task: all 1400+scans in the 1000 Functional Connectomes Project are from participants beingscanned during the ""resting state"". The typical finding is that ...","Functional Neurology, Rehabilitation, and Ergonomics","Howard, Newton & Leisman, Gerry","Nova Science Publishers, Inc.",0.2,Other,0,,,I,
1014,Comparison of features for voxel-based analysis and classification of anatomical neuroimaging data,http://ieeexplore.ieee.org/abstract/document/6603587/,2013.0,1,3,1443271568649397255,,"http://scholar.google.com/scholar?cites=1443271568649397255&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=1443271568649397255&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:B6TES9iHBxQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYSMYBXoqpW63JcfXNYU0_bO7pHuWb&scisf=4&ct=citation&cd=91&hl=en,"... The dataset was released on the Internet by the ADHD- 200 Consortium [8]. After quality checking,we retained 688 subjects as part of our training set (248 ADHD, 440 TDC). ... The authors thankthe ADHD-200 Consortium for sharing the dataset used in this study. ...",,"Fouque, AnneLaure & Fischer, Clara & Frouin, Vincent & Ciuciu, Philippe & Duchesnay, Edouard",,0.2,Other,0,,,Y,ADHD200
